pH,Temp,Voltage,QC
1.84,42.81,17.15,0
2.08,43.95,18.69,0
1.97,42.29,18.97,0
2.11,40.45,15.74,0
2.23,41.44,13.82,0
1.96,40.37,19.51,0
2.07,41.7,18.47,0
1.81,41.09,18.46,0
2.12,40.89,17.34,0
1.82,40.15,16.23,0
1.83,43.73,17.87,0
2.16,41.83,19.45,0
2.18,44.41,19.49,0
2.29,43.11,13.01,0
2.08,41.77,17.96,0
1.88,41.58,15.54,0
1.99,44.87,17.46,0
1.89,43.45,16.65,0
1.91,41.28,19.51,0
1.81,43.65,19.75,0
1.86,43.21,16.06,0
2.4,43.29,18.54,0
1.97,43.98,19.29,0
2.03,44.83,19.62,0
1.85,43.67,18.76,0
2.03,41.59,16.72,0
1.85,44.33,15.61,0
2.01,41.4,15.75,0
2.12,41.99,17.34,0
2.04,42.54,15.48,0
2.01,43.6,17.23,0
2.09,42.79,19.37,0
2.03,40.64,18.79,0
1.98,43.28,19.07,0
2.06,42.45,16.78,0
1.95,41.93,18,0
2.02,43.15,19.14,0
1.96,40.86,19.11,0
1.94,43.41,16.2,0
1.84,40.3,19.26,0
2.02,40.74,16.61,0
1.9,40.58,18.02,0
2.15,41.59,17.11,0
1.99,40.4,16.24,0
1.81,42.61,19.81,0
1.89,43.57,16.63,0
1.93,43.28,16.91,0
2.08,43.45,19.75,0
2.03,41.48,18.35,0
2.06,43.85,16.86,0
2.17,44.46,19.91,0
2.14,40.67,18,0
2,43.14,19.43,0
1.94,42.17,16.51,0
1.89,43.68,17.81,0
1.89,40.32,19.38,0
2.07,44.32,16.83,0
1.91,40.26,19.74,0
2.17,41.57,15.22,0
2.01,44.89,16.31,0
1.95,43.09,16.9,0
2.01,44.15,17.18,0
1.98,44.02,18.59,0
2.19,44.46,16.13,0
1.94,40.37,18.06,0
2.39,43.63,15.79,0
2.13,44.84,17.43,0
1.88,44.75,15.89,0
1.92,42.47,17.6,0
2.08,44.17,17.92,0
2.06,42.35,19.65,0
2.15,43.2,19.32,0
1.9,42.36,18.31,0
1.83,44.49,17.85,0
2.09,44.94,15.65,0
2.15,40.82,19.89,0
2.09,44.75,15.87,0
2.13,40.34,15.82,0
1.9,42.02,17.83,0
2.18,40.25,15.58,0
1.96,44.27,19.85,0
1.88,42.33,15.34,0
1.94,40.21,16.78,0
1.93,41.33,16.78,0
2.18,44.5,18.18,0
1.87,42.38,18.17,0
1.84,41.3,18.42,0
2.16,41.01,16.3,0
2.06,44.56,15.3,0
1.82,41.07,16.81,0
2.09,42.63,17.64,0
2.1,42.56,17.22,0
1.93,44.16,19.12,0
1.97,35.4,17.69,0
2.19,41.62,16.51,0
1.91,41.21,18.72,0
2.45,37.11,16.05,0
2.12,40.39,16.45,0
1.99,42.68,15.87,0
2.05,40.31,15.28,0
2.01,42.14,17.57,0
2,41.88,17.62,0
1.86,41.26,17.32,0
2.13,43.03,16.37,0
2.08,44.39,19.4,0
1.9,41.32,15.78,0
1.92,43.84,17.85,0
1.86,44.5,16.55,0
2.18,41.98,18.75,0
1.84,42.33,16.21,0
2.05,40.47,16,0
1.85,40.78,17.74,0
1.85,40.06,17.8,0
1.87,44.15,18.26,0
1.85,41.25,19.24,0
1.81,44.06,19.32,0
1.85,40.37,15.65,0
2.06,41.56,17.57,0
1.97,43.21,18.39,0
2.16,41.26,16.16,0
1.93,43.61,17.13,0
2.15,41.89,16.88,0
2.05,42.75,19.42,0
2.15,43.57,19.39,0
1.83,43.66,18.28,0
2.12,41.79,16.53,0
2,40.34,19.7,0
2.1,42.67,18.06,0
1.96,42.79,18.78,0
1.87,43.73,17.67,0
1.85,44.32,15.81,0
1.96,40.97,19.78,0
2.16,42.35,17.4,0
1.94,44.78,18.49,0
2.13,41.11,16.32,0
2.03,44.39,15.19,0
2,44.89,17.92,0
2.14,44.19,18.07,0
1.89,40.99,17.55,0
1.83,43.32,15.89,0
2.15,40.99,17.07,0
2.19,40.73,18.43,0
2.03,41.17,17.12,0
1.99,40.9,19.1,0
1.82,43.24,16.65,0
1.82,43.15,18.44,0
1.88,44.03,19.25,0
2.47,42.74,19.01,0
1.89,42.2,17.67,0
2.09,42.11,16.08,0
2.01,42.52,15.15,0
2.32,44.24,19.61,0
2.19,40.23,18.42,0
1.82,40.83,19.31,0
2.02,44.45,17.57,0
1.99,42.45,18.77,0
1.83,42.34,19.64,0
1.86,40.15,17.25,0
1.89,40.48,17.88,0
1.83,43.75,19.62,0
1.82,44.25,15.92,0
2.19,41.7,17.17,0
1.84,42.63,17.43,0
2.05,42.66,17.55,0
2.03,44.46,18.5,0
2,43.86,16.8,0
2.01,43.2,16.25,0
1.85,43.86,18.43,0
1.83,43.71,17.34,0
2.16,40.04,19.01,0
2.12,44.58,16.52,0
2.19,40.77,15.11,0
2.16,40.43,16.14,0
2.08,43.69,16.57,0
2.16,43.43,18.28,0
1.91,42.81,19.75,0
2.13,44.8,17.41,0
2.1,40.63,16.78,0
1.97,42.39,19.83,0
2.02,43.43,17.17,0
1.86,43.05,17.78,0
1.91,42.61,19.52,0
2.08,41.36,15.75,0
1.98,44.49,17.26,0
2.01,40.91,18.3,0
2,40.28,17.45,0
2.03,43.93,16.86,0
2.11,41.3,16.12,0
2.09,41.07,19.65,0
1.95,40.14,18.15,0
2.11,41.38,15.29,0
1.95,43.81,18.88,0
2.05,43.02,16.38,0
2.03,44.39,15.39,0
1.81,44.11,17.11,0
1.95,44.95,19.09,0
2.07,41.81,19.52,0
2.17,44.27,17.5,0
1.94,44.01,18.82,0
2.08,40.61,17.61,0
2.01,42.11,17.58,0
1.85,41.53,18.49,0
2.08,42.65,15.46,0
1.89,42.79,15.38,0
2.01,41.39,18.36,0
1.94,41.88,15.18,0
2,41.82,18.34,0
2.13,42.76,17.09,0
1.97,41.03,18.36,0
2.11,40.72,17.17,0
2.01,40.6,19.93,0
2.07,44.23,19.01,0
1.88,42.39,19.96,0
2,42.7,17.53,0
2.06,40.47,19.21,0
2.04,42.91,15.85,0
2.03,41.34,18.12,0
1.88,41.14,15.14,0
2.07,41.44,16.96,0
1.82,43.55,17.83,0
1.99,40.47,16.27,0
2.02,40.29,15.28,0
1.99,43.03,17.61,0
1.98,44.1,18.34,0
1.84,43.54,18.53,0
2.02,43.62,15.53,0
2.02,42.03,17.24,0
2.14,44.4,15.92,0
2.12,43.95,15.4,0
1.93,42.68,16.4,0
1.87,43.61,16.09,0
2.1,40.44,19.65,0
1.84,43.54,16.56,0
2.11,42.78,17.23,0
2.07,43.95,16.7,0
2.05,41.47,16.33,0
2.1,42.47,19.18,0
2,40.36,19.13,0
2.19,41.08,15.79,0
2.01,41.18,17.52,0
1.89,42.64,18.16,0
1.87,42.22,17.61,0
1.98,41.32,15.12,0
1.99,40.12,15.2,0
1.96,44.54,17.8,0
2.03,40.15,17.31,0
2.01,43.85,15.39,0
1.96,41.68,19.46,0
2.01,42.27,18.63,0
1.87,41.14,17.45,0
2.01,43.13,17.14,0
2.14,44.15,18.39,0
1.87,40.45,17.19,0
1.98,40.19,16.43,0
2.19,44.76,17.37,0
2.16,43.14,19.24,0
1.94,42.61,15.83,0
1.82,41.63,16.13,0
2.08,44.91,19.52,0
2,40.96,19.08,0
2,42.72,17.44,0
1.85,41.79,16.16,0
2.02,43.55,17.85,0
2.41,41.09,19.59,0
1.94,41.93,16.77,0
1.88,43.03,16.23,0
2,43.45,17.79,0
2.14,41.88,19.06,0
1.85,43.58,15.2,0
2.11,43.25,13.08,0
1.95,41.8,15.19,0
2.14,44.65,18.34,0
2.42,41.89,17.34,0
2.1,41.38,15.96,0
2.19,42.47,17.48,0
2.17,41.58,18.21,0
1.96,40.76,18.94,0
2.05,42.92,19.02,0
2.13,41.78,17.99,0
2.09,44.1,16.65,0
2.02,41.75,16.5,0
2.17,44.59,15.29,0
1.88,41.25,17.37,0
1.9,44.38,18.6,0
1.85,44.79,17.46,0
2.04,40.02,16.1,0
2,44.29,18.15,0
1.87,43.13,15.73,0
1.97,43.21,17.26,0
1.9,42.88,16.04,0
1.96,41.75,16.73,0
2.15,44.08,16.64,0
1.85,40.24,18,0
1.83,42.43,15.51,0
2.1,41.04,19.41,0
2.08,40.5,19.42,0
1.9,44.74,16.92,0
2.15,44.36,16.69,0
2.18,40.27,18.49,0
1.87,43.39,15.8,0
1.83,40.33,19.03,0
1.98,44.72,19.34,0
2.06,44.21,18.04,0
2.11,43.61,17.73,0
2.13,44.28,15.47,0
2.04,43.45,18.49,0
2.07,44.88,16.44,0
2,41.82,17.9,0
2.08,40.4,16.68,0
1.84,41.79,19.37,0
1.82,40.04,18.83,0
1.91,42.06,16.02,0
2.03,42.87,18.23,0
2.04,41.66,15.52,0
1.87,41.66,19.31,0
1.87,41.3,16.2,0
1.88,44.55,19.59,0
2.07,43.43,17.85,0
1.87,42.34,16.51,0
1.83,40.46,17.24,0
1.81,42.95,19.3,0
2.16,42.31,17.73,0
1.89,40.89,16.72,0
1.98,40.39,17.98,0
1.88,42.57,19.1,0
2.06,43.54,18.48,0
2.03,44.07,16.01,0
2.05,43.68,15.65,0
2.15,40.48,17.41,0
2.17,43.44,15.99,0
2.04,43.9,17.57,0
2.09,41.34,18.37,0
2.18,42.3,19.04,0
1.87,43.47,17.41,0
2.05,40.13,15.89,0
1.93,42.85,19.1,0
1.96,44.72,15.44,0
1.93,44.85,15.55,0
2.05,43.04,19.8,0
1.98,42.87,16.54,0
1.87,42.24,18.82,0
1.98,40.54,15.45,0
2.11,40.25,19.02,0
1.94,42.58,15.73,0
2.02,44.24,18.84,0
2.19,41.87,16.25,0
1.89,40.95,19.79,0
1.95,41.75,16.74,0
1.84,43.22,18.74,0
1.9,43.04,19.91,0
2.03,44.9,16.12,0
2.09,43.93,16.43,0
2.11,41.91,19.45,0
2.09,40.68,19.41,0
2.18,44.35,18.34,0
1.83,42.11,17.39,0
1.89,44.1,16.35,0
2.19,41.93,17.66,0
1.94,41.5,15.1,0
2.1,43.17,18.62,0
1.91,42.77,15.67,0
1.86,44.59,17.27,0
1.93,42.2,19.46,0
2.04,40.93,16.42,0
2.11,43.35,18.27,0
2.19,40.31,15.81,0
1.81,44.85,16.49,0
2.17,44.85,19.56,0
2.15,44.05,17.19,0
1.85,41.32,16.47,0
1.95,41.23,19.41,0
2.02,41.28,18.42,0
2.1,44.18,17.9,0
1.93,43.45,18.18,0
1.81,41.55,15.22,0
2.01,44.23,18.41,0
2.05,41.75,19.88,0
1.82,44.46,16.97,0
2.19,42.62,19,0
2.15,40.87,16.6,0
1.83,44.5,18.08,0
1.99,43.69,18.16,0
1.82,41.74,17.85,0
2.13,42.25,19.44,0
2.14,42.25,17.48,0
2.13,42.48,17.32,0
1.88,42.67,18.12,0
2.11,41.3,18.46,0
2.01,43.07,16,0
2.12,43.64,18.32,0
1.84,42.74,17.93,0
1.97,42.53,19.06,0
1.97,42.71,15.61,0
2.42,44.01,19.64,0
1.89,44.11,16.08,0
2.13,43.13,15.27,0
2.02,42.88,15.7,0
1.96,42.52,16.34,0
1.85,40.77,18.46,0
1.9,43.51,17.66,0
1.88,41.14,17.4,0
2.07,43.2,16.48,0
1.85,43.26,15.33,0
2.18,42.69,15.2,0
2.09,41.81,17.14,0
2.19,43.96,15.2,0
1.81,42.18,18.93,0
1.87,40.2,16.48,0
2,40.72,19.24,0
1.84,42.04,16.39,0
1.95,44.99,15.8,0
1.9,40.31,19.28,0
1.95,44.24,17.55,0
1.89,42.6,17.36,0
2.18,43.07,15.2,0
2.06,40.26,16.85,0
2.08,41.94,17.38,0
2.18,43.25,18.91,0
1.95,41.08,18.48,0
1.86,42.79,15.8,0
2.14,43.46,17.31,0
2.02,41.86,16.57,0
1.91,42.95,15.54,0
2.12,44.74,17.7,0
2.04,40.85,19.05,0
1.84,43.94,15.46,0
2.12,42.89,16.17,0
1.97,41.83,18.91,0
2.08,41.86,17.62,0
2.01,41.66,17.28,0
2.03,42.82,18.55,0
1.84,44.82,19.96,0
2.19,44.06,16.28,0
2.18,43.46,19.99,0
1.97,41.66,17.74,0
1.85,43.5,19.87,0
2.08,42.52,18.3,0
2.12,42.79,17.51,0
2.05,44.56,19.5,0
1.81,43.37,17.22,0
1.89,40.37,15.83,0
2.18,41.83,15.14,0
2.1,43.64,18.18,0
2.15,42.31,16.8,0
2.19,42.86,19.76,0
1.83,44.44,19.56,0
2.15,44.54,15.62,0
1.83,40.64,18.78,0
1.92,42.36,15.31,0
1.91,43.97,17.22,0
1.83,43.6,17.04,0
2.05,43.41,17.21,0
1.84,42.86,15.52,0
2.06,44.89,16.07,0
1.93,41.63,15.54,0
2.05,41.02,17.22,0
1.81,42.23,15.78,0
1.88,40.13,19.11,0
1.98,41.74,17.38,0
2.19,41.66,17.73,0
1.91,43.38,15.23,0
1.99,41.09,19.92,0
1.86,44.99,16.52,0
1.96,41.59,15.42,0
2.08,42.28,16.26,0
2.16,42.21,19.22,0
1.97,43.23,17.06,0
1.86,44.12,18.49,0
2.04,41.11,15.57,0
2.04,40.63,15.7,0
2.12,44.39,17.4,0
2,40.75,16.43,0
2.16,42.45,18.25,0
2.19,42.17,16.13,0
2.08,41.9,17.57,0
1.9,40.49,19.97,0
1.89,43.03,17.47,0
1.93,43.75,15.47,0
1.86,42.21,16.47,0
1.98,40.26,16.66,0
2.19,44.8,17.56,0
1.94,41.01,17.08,0
2.02,43.21,18.44,0
2.05,44.06,18.64,0
1.96,42.65,17.42,0
1.81,42.99,16.14,0
2,43.84,16.71,0
1.97,41.71,16.18,0
1.98,41.6,15.06,0
1.97,41.91,19.35,0
2.01,40.17,17.65,0
1.87,43.18,19.27,0
2.02,42.26,16.04,0
2.14,41.75,19.44,0
2,36.07,16.21,0
1.98,43.63,19.35,0
1.99,44.16,18.24,0
1.82,42.95,15.31,0
1.96,41.6,19.05,0
2.08,44.13,17.37,0
1.87,44.29,17.44,0
2.01,40.59,16.18,0
2.04,41.82,17.62,0
2.01,41.9,17.78,0
2.14,41.48,19.08,0
2.06,41.57,17.79,0
2.13,40.09,19.37,0
1.94,42.16,15.07,0
2.14,44.79,19.4,0
2.13,42.02,16.19,0
1.95,42.88,18.99,0
1.83,43.97,15.79,0
2.05,40.65,16.74,0
2,36.07,16.21,0
2.06,40.48,19.51,0
1.97,43.45,19.25,0
2.18,43.78,18.29,0
2.12,44.26,18.01,0
2.19,43.99,19.48,0
2.05,44.72,18.42,0
1.89,43.23,15.14,0
2.13,41.77,18.92,0
2.09,41.59,18.33,0
1.84,40.41,17.63,0
2.16,41.53,18.37,0
1.93,40.3,18.29,0
2.13,40.58,17.18,0
2.08,42.23,15.99,0
1.95,43.34,17.94,0
2,36.07,16.21,0
2.04,41.94,16.77,0
1.81,44.59,19.02,0
1.82,40.7,19.96,0
2.19,44.75,19.14,0
1.88,41.28,19.1,0
1.86,40.39,18.56,0
2.09,43.32,15.52,0
2.09,40.49,16.16,0
1.94,44.6,17.82,0
1.93,43.43,19.05,0
1.87,41.99,19.61,0
1.84,42.51,15.75,0
2.1,44.58,19.2,0
2.12,44.52,16.43,0
2.03,43.81,18.37,0
1.99,42.22,16.98,0
1.97,44.52,16.16,0
2.02,41.02,16.43,0
2.13,43,16.08,0
1.88,41.13,18,0
2,43.95,18.86,0
1.93,43.67,16.84,0
2.06,41.46,15.89,0
2,36.07,16.21,0
2.14,44.56,19.75,0
2.03,44.26,15.24,0
2.1,40.4,16.27,0
2,42.96,18.21,0
2.19,44.63,18.21,0
1.91,42.36,17.86,0
1.88,40.7,16.3,0
2.13,44.78,17.3,0
1.87,44.57,15.38,0
2.09,44.97,18.22,0
2.14,40.33,17.1,0
1.87,40.77,15.84,0
1.89,42.69,18.05,0
1.98,40.43,17.03,0
1.84,44.44,19.64,0
2.49,43.53,12.18,0
1.87,40.78,19.47,0
1.97,40.55,15.21,0
1.86,44.05,17.78,0
1.94,43.31,17.39,0
1.9,43.91,17.33,0
2.34,43.59,19.21,0
2,44.66,18.78,0
2.12,43.96,15.15,0
2.15,42.95,17.82,0
1.92,44.24,19.32,0
2.02,43.2,16.01,0
2.01,44.91,18.72,0
2.03,42.23,16.72,0
2.09,40.95,18.4,0
2.12,42.47,19.97,0
1.88,42.59,16.37,0
2.08,40.05,18.06,0
2.1,42.85,18.3,0
1.9,43.88,18.92,0
1.95,44.75,17.88,0
2,42.95,18.73,0
2.12,43.77,16.43,0
1.97,42.85,16.92,0
1.96,42.6,15.12,0
1.96,41.07,17.69,0
1.9,43.04,18.48,0
2.19,43.48,15.28,0
2.17,41.8,17.44,0
2.1,41.21,17.25,0
2.08,40.54,18.96,0
2.16,40.96,16.94,0
1.97,41.09,15.53,0
2,40.98,17.1,0
1.83,43.44,17.77,0
2,44.98,17.76,0
1.84,43.59,16.8,0
1.87,40.46,18.82,0
1.94,42.68,16.05,0
2.11,43.6,18.29,0
2.11,44.32,16.86,0
1.88,40.16,15.96,0
1.94,43,15.76,0
1.92,40.21,18.94,0
1.92,37.49,17.27,0
2.14,43.65,18.43,0
2.11,42.73,17.96,0
1.89,44.63,17.06,0
2.07,42.29,19.5,0
2.02,43.15,17.93,0
2.09,42.9,15.26,0
1.89,40.33,19.17,0
1.83,42.94,18.42,0
1.84,42.24,19.16,0
2.09,44.5,15.29,0
1.92,44.91,19.06,0
1.82,40.49,18.7,0
1.82,44.47,17.74,0
2.14,40.87,18.7,0
1.86,44.76,18.49,0
1.91,44.39,16.09,0
2.16,42.23,18.07,0
2.14,43.19,17.33,0
2,42.69,15.64,0
1.99,40.39,18.92,0
2.12,42.76,17.69,0
1.98,42.93,18.47,0
1.99,42.9,15.91,0
2,43.24,16.78,0
1.81,40.11,18.92,0
2.09,44.89,18.07,0
2.4,42.44,19.05,0
2.19,40.18,16.74,0
1.86,42.44,15.51,0
1.93,43.96,18.2,0
1.9,41.88,16.27,0
1.94,42.28,18.3,0
2.1,42.84,19.42,0
2.15,41.54,18.88,0
1.92,44.16,19.55,0
1.9,40.64,17.33,0
1.88,40.1,17.14,0
1.87,41.47,16.42,0
2,43.68,18.92,0
1.89,42.23,18.76,0
2.4,42.44,19.05,0
2.16,40.19,16.09,0
2.03,41.18,19.04,0
2.04,43.83,17.44,0
2.13,41.26,17.89,0
2.09,42.03,17.64,0
1.97,43.88,15.24,0
1.92,44.26,19.8,0
1.89,43.63,16.96,0
1.87,43.76,15.98,0
2.08,43.99,17.79,0
2.03,43.85,18.04,0
1.83,42.2,15.2,0
1.99,40.49,18.28,0
1.89,41.15,17.82,0
1.84,41.96,19.79,0
2.05,41.07,16.25,0
1.95,41.26,15.74,0
2.12,44.9,15.3,0
2.19,41.72,19.07,0
2.11,41.97,17.64,0
2.07,40.54,18.81,0
2.06,41.91,17.72,0
2.12,42.48,16.36,0
2.09,40.73,16.06,0
1.97,44.77,18.25,0
1.85,44.55,15.82,0
2.4,42.44,19.05,0
1.84,43.09,18.11,0
2.4,42.44,19.05,0
1.92,41.59,15.59,0
1.97,41.53,16.64,0
2.07,42.11,18.85,0
1.89,42.23,19.14,0
1.95,41.16,16.28,0
2.05,40.27,18.16,0
1.84,44.34,19.46,0
2.06,41.72,16.02,0
1.89,43.61,17.97,0
2.15,41.03,18.44,0
1.83,42.53,19.56,0
2.09,43.42,18.58,0
1.93,42.97,16.24,0
1.93,40.91,17.07,0
1.87,40.53,17.27,0
2.05,44.92,15.31,0
2.07,44.09,17.03,0
2,40.17,17.53,0
1.96,41.91,17.11,0
1.84,40.51,16.17,0
1.87,43.73,19.73,0
1.99,42.03,15.91,0
2.1,43.66,17.5,0
1.93,41.37,16.77,0
1.91,43.7,16.5,0
1.95,43.81,18.52,0
2.09,41.59,18.06,0
1.83,44.03,16.5,0
1.98,43.17,19.73,0
1.88,40.31,19.55,0
2.02,43.65,15.18,0
2.03,42.45,15.95,0
2.02,42.2,15.35,0
1.84,41.6,18.22,0
2.37,40.76,15.35,0
1.93,41.28,17.15,0
1.84,42.33,19.34,0
2.08,40.91,16.65,0
1.88,40.84,15.61,0
2.07,42.44,19,0
1.88,43.08,19.39,0
1.84,40.88,19.17,0
2.16,42.01,17.41,0
1.93,41.74,19.04,0
2,40.17,18.22,0
1.83,41.92,15.37,0
1.82,42.87,15.11,0
2.19,44.57,19.51,0
2.03,44.5,18.47,0
1.89,42.35,16.68,0
2.1,44.71,15.03,0
2.18,41.72,15.12,0
1.92,40.43,15.78,0
1.81,41.84,19.92,0
2.01,40.45,16.91,0
2.09,43.91,19.96,0
2.04,41.84,16.56,0
1.84,43.8,17.68,0
1.93,41.2,18.64,0
2.21,43.84,13.83,0
2.11,42.42,16.4,0
2.04,40.73,17.76,0
2.13,41.89,16,0
1.84,43.56,19.1,0
1.81,42.37,15.18,0
1.93,41.71,16.44,0
1.99,43.59,17.09,0
1.98,43.27,17.18,0
2.04,42.92,16.42,0
2.19,41.07,17.27,0
1.85,43.66,15.41,0
2.04,42.82,15.95,0
2.04,43.77,17.95,0
2.04,44.78,18.44,0
2.08,43.63,15.62,0
1.89,40.99,18.05,0
2.18,42.32,15.63,0
2.08,43.81,15.49,0
2.09,41.37,15.47,0
1.9,43.21,18.29,0
1.93,41.22,17.77,0
2.12,44.39,18.05,0
1.87,42.28,16.55,0
2.02,44.12,16.79,0
2.04,41.87,16.55,0
1.92,41.41,16.75,0
1.94,42.64,17.75,0
2.02,41.58,19.64,0
1.85,43.19,15.57,0
2.17,40.69,17.29,0
2.14,42.37,18.34,0
1.84,42.1,19.19,0
1.85,42.12,16.84,0
2.1,43.68,18.38,0
2.12,41.13,19.36,0
1.99,42.55,19.46,0
2.07,43.72,17.45,0
2.06,42.73,16.2,0
1.85,42.91,16.67,0
2,42.24,16.48,0
2.07,44.01,15.18,0
2.08,40.58,17.21,0
2.15,41.49,15.69,0
2.14,44.01,11.47,0
1.81,43.39,19.52,0
2.06,43.86,16.78,0
2.16,44.23,17.12,0
1.91,41.34,16.98,0
1.94,42.39,19.6,0
1.87,43.06,17.18,0
1.92,43.3,16.99,0
1.83,41.87,16.4,0
2.05,42.3,17.58,0
1.82,42.25,18.96,0
1.83,42.53,17.54,0
2.1,41.05,19.95,0
2.06,44.08,17.15,0
1.81,40.67,16.71,0
1.81,40.02,17.96,0
1.93,41.43,19.13,0
1.88,42.94,17.57,0
2.15,43.42,18.43,0
1.99,44.54,15.6,0
2,42.95,19.19,0
1.91,40.77,18.54,0
2.01,41.47,15.46,0
2.13,40.99,15.42,0
2.16,43.86,19.11,0
2.02,41.14,18.26,0
1.86,40.67,17.21,0
2.01,40.12,18.69,0
1.81,42.87,16.77,0
2.13,40.84,15.95,0
2.03,42.26,19.16,0
1.92,40.94,16.89,0
1.93,40.3,16.6,0
2.16,41.07,16.89,0
2,43.75,17.11,0
1.96,43.04,19.61,0
1.89,43.04,19.93,0
1.9,43.48,19.43,0
1.91,40.77,19.12,0
1.86,40.37,17.65,0
1.89,43.61,17.4,0
2.18,41.4,16.76,0
2.14,41.55,18.16,0
2.1,41.36,15.17,0
1.98,41.63,18.56,0
2.18,41.57,18.55,0
1.86,40.97,16.99,0
2.28,34.09,18.37,0
2.09,40.83,18.77,0
1.81,43.72,17.32,0
1.93,42.85,19.61,0
1.82,40.32,18.37,0
2.08,43.78,18.51,0
1.93,44.89,16.35,0
1.88,44.54,16.49,0
1.87,44.65,17.5,0
2.03,41.19,17.46,0
1.98,43.23,19.9,0
1.97,41.46,19.37,0
2.06,44.13,16.17,0
1.85,40.92,16.6,0
2.06,41.89,16.89,0
1.81,44.22,19.96,0
1.96,41.89,19.9,0
1.81,43.2,15.42,0
2.07,40.9,16.7,0
2.02,41.23,17.18,0
2.13,43.49,18.16,0
2.06,41.22,17.59,0
2.03,40.88,19.42,0
1.9,44.19,17.94,0
1.96,43.65,18.89,0
2.09,41.37,15.67,0
1.83,43.91,16.63,0
2.17,43.45,18.09,0
1.91,40.1,17.68,0
2.02,41.92,19.46,0
2.06,41.04,19.14,0
2.04,40.88,18.19,0
2,44.93,18.79,0
2.01,44.88,16.34,0
2.16,40.73,16.56,0
2.12,43.81,18.77,0
2.1,43.5,16.91,0
1.89,40.04,17.18,0
2.17,40.74,18.16,0
2.05,42.83,18.73,0
2.05,42.88,16.7,0
1.97,41.29,16.5,0
1.84,41.8,15.06,0
1.91,44.11,16.71,0
1.91,43.4,15.51,0
2.49,36.88,15.54,0
2.02,41.39,17.6,0
2.16,44.71,15.82,0
1.88,40.62,16.78,0
2.12,44.35,19.67,0
1.94,43.57,15.68,0
1.93,42.37,15.88,0
1.93,44.35,16.31,0
1.97,41.72,18.74,0
2.11,42.1,18.75,0
1.95,41.69,16.89,0
1.81,40.72,15.93,0
1.85,43.69,15.23,0
2.16,41.2,16.73,0
2.48,40.56,17.94,0
1.86,43.46,16.69,0
1.83,42.01,19.47,0
2.08,41.83,16.56,0
1.82,42.32,15.75,0
2.14,41,17.43,0
2.15,42.25,15.67,0
2.03,40.99,16.58,0
2.03,44.49,18.22,0
1.83,42.91,17.36,0
1.95,43.92,16,0
1.93,42.76,16.08,0
2.09,43.16,18.59,0
2.11,40.7,11.9,0
2.02,40.94,18.36,0
1.93,44.31,18.52,0
2.18,44.21,15.33,0
2,40.27,16.61,0
2.06,43.45,19.76,0
1.94,40.18,17.61,0
2.09,42.16,17,0
2.05,43.77,19.34,0
1.85,42.97,15.13,0
2.1,40.73,16.38,0
1.84,43.58,15.9,0
2.12,42.96,17.93,0
2.11,40.7,11.9,0
2.18,41.78,15.99,0
1.93,42.31,17.12,0
1.84,41.04,15.26,0
1.97,42.87,15.47,0
2.03,40.83,17.55,0
1.81,44.92,17.44,0
1.82,42.19,17.86,0
2.07,41.24,16.84,0
2.11,40.7,11.9,0
2.03,44.8,16.73,0
2.08,43.12,15.29,0
2.14,43.93,19.92,0
2.14,44.44,15.86,0
2.11,40.7,11.9,0
2.17,44.47,15.18,0
2.07,41.37,17.64,0
1.87,43.54,16.08,0
2.15,43.94,17.77,0
1.92,43.34,17.72,0
1.85,43.07,15.16,0
2.06,41.22,17.91,0
2.02,40.55,18.09,0
2.17,43.84,17.68,0
1.87,42.24,17.82,0
2.04,40.32,17.19,0
1.86,40.72,19.9,0
2.01,44.14,19.2,0
1.86,43.34,18.23,0
2.13,40.11,18.45,0
1.85,41.42,16.42,0
2.09,44.99,17.66,0
2.05,44.07,18.95,0
1.99,44.77,17.67,0
2.11,43.24,17.65,0
1.99,41.05,17.46,0
1.99,43.15,18.35,0
2.08,44.82,15.5,0
2.18,43.34,18.58,0
2.15,40.59,15.98,0
2.09,41.97,18.95,0
2.11,41.84,18.7,0
1.87,41.88,17.22,0
2.04,42.41,18.13,0
1.94,42.37,19.62,0
2.03,43.95,16.64,0
2.05,41.83,18.38,0
2.01,43.51,17.76,0
1.89,42.07,17.32,0
2.06,42.4,17.65,0
2.03,44.53,18.63,0
1.84,41.84,16.81,0
1.9,40.18,19.34,0
1.99,40.42,17.23,0
1.99,44.73,15.37,0
1.81,42.05,15.29,0
1.99,41.81,17.65,0
2.08,42.76,17.37,0
1.91,40.34,15.39,0
2.03,44.58,19.28,0
2.05,41.46,15.98,0
2.11,40.42,15.83,0
1.94,44.91,16.26,0
2.11,40.7,11.9,0
2.14,41.79,17.4,0
2.19,44.41,19.71,0
1.98,43.47,17.23,0
2.14,44.37,16.39,0
2.08,43.51,16.94,0
2.09,44.25,17.28,0
1.95,44.7,18.6,0
1.83,41.85,16.25,0
1.91,43.81,17.78,0
2.15,42.1,18.31,0
2.04,42.69,17,0
2.11,40.7,11.9,0
2.11,40.7,11.9,0
1.93,41.12,17.87,0
2.15,42.99,17.14,0
1.97,41.74,18.49,0
1.85,40.44,16.48,0
1.84,40.01,17.74,0
1.93,44.17,17.25,0
2.01,44.45,16.52,0
2.08,41.66,17.82,0
1.84,40.03,15.85,0
2.12,41.07,19.46,0
